"CLRB","Cellectar Biosciences Inc.  Common Stock","United States","","2842892","Health Care","Biotechnology: Pharmaceutical Preparations"
"CLRO","ClearOne Inc. (DE) Common Stock","United States","","15687","Utilities","Telecommunications Equipment"
"CLSD","Clearside Biomedical Inc. Common Stock","United States","2016","187688","Health Care","Biotechnology: Pharmaceutical Preparations"
"CLSK","CleanSpark Inc. Common Stock","United States","","28082856","Finance","Finance: Consumer Services"
"CLSKW","CleanSpark Inc. Warrant","United States","","94839","Finance","Finance: Consumer Services"
"CLST","Catalyst Bancorp Inc. Common Stock","United States","2021","22118","Finance","Savings Institutions"
"CLYM","Climb Bio Inc. Common Stock","United States","2021","168444","Health Care","Biotechnology: Pharmaceutical Preparations"
"CMCO","Columbus McKinnon Corporation Common Stock","United States","1996","323453","Industrials","Construction/Ag Equipment/Trucks"
"CMCSA","Comcast Corporation Class A Common Stock","United States","","17190703","Telecommunications","Cable & Other Pay Television Services"
"CMCT","Creative Media & Community Trust Corporation Common stock","United States","","8399","Real Estate","Real Estate Investment Trusts"
"CME","CME Group Inc. Class A Common Stock","United States","2002","1576361","Finance","Investment Bankers/Brokers/Service"
"CMPO","CompoSecure Inc. Class A Common Stock","United States","2020","614800","Finance","Finance: Consumer Services"
"CMPOW","CompoSecure Inc. Warrant","United States","2020","216","Finance","Finance: Consumer Services"
"CMPX","Compass Therapeutics Inc. Common Stock","United States","","746533","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"CMTL","Comtech Telecommunications Corp. Common Stock","United States","","233703","Technology","Radio And Television Broadcasting And Communications Equipment"
"CNDT","Conduent Incorporated Common Stock ","United States","","1386230","Consumer Discretionary","Business Services"
"CNFR","Conifer Holdings Inc. Common Stock","United States","2015","2934","Finance","Property-Casualty Insurers"
"CNFRZ","Conifer Holdings Inc. 9.75% Senior Unsecured Notes due 2028","United States","","1347","Finance","Property-Casualty Insurers"
"CNOB","ConnectOne Bancorp Inc. Common Stock","United States","","419463","Finance","Major Banks"
"CNOBP","ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A","United States","","3871","Finance","Major Banks"
"CNSP","CNS Pharmaceuticals Inc. Common Stock","United States","2019","337124","Health Care","Biotechnology: Pharmaceutical Preparations"
"CNTX","Context Therapeutics Inc. Common Stock","United States","2021","171138","Health Care","Biotechnology: Pharmaceutical Preparations"
"CNTY","Century Casinos Inc. Common Stock","United States","","41181","Consumer Discretionary","Hotels/Resorts"
"CNVS","Cineverse Corp. Class A Common Stock","United States","","79862","Consumer Discretionary","Consumer Electronics/Video Chains"
"CNXC","Concentrix Corporation Common Stock","United States","","455393","Technology","Computer Software: Prepackaged Software"
"CNXN","PC Connection Inc. Common Stock","United States","","76684","Consumer Discretionary","Catalog/Specialty Distribution"
"COCH","Envoy Medical Inc. Class A Common Stock","United States","2021","41169","Health Care","Industrial Specialties"
"COCHW","Envoy Medical Inc Warrant","United States","2021","78","Health Care","Industrial Specialties"
"COCO","The Vita Coco Company Inc. Common Stock","United States","2021","352217","Consumer Staples","Beverages (Production/Distribution)"
"COCP","Cocrystal Pharma Inc. Common Stock","United States","","37725","Health Care","Biotechnology: Pharmaceutical Preparations"
"CODA","Coda Octopus Group Inc. Common stock","United States","","207435","Industrials","Industrial Machinery/Components"
"CODX","Co-Diagnostics Inc. Common Stock","United States","2017","319502","Health Care","Medical/Dental Instruments"
"COEP","Coeptis Therapeutics Holdings Inc. Common Stock","United States","2020","18648","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"COEPW","Coeptis Therapeutics Holdings Inc. Warrants","United States","2020","800","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"COFS","ChoiceOne Financial Services Inc. Common Stock","United States","","100396","Finance","Major Banks"
"COGT","Cogent Biosciences Inc. Common Stock","United States","2018","1513848","Health Care","Biotechnology: Pharmaceutical Preparations"
"COHU","Cohu Inc. Common Stock","United States","","248698","Industrials","Electrical Products"
"COIN","Coinbase Global Inc. Class A Common Stock","United States","","7062666","Finance","Finance: Consumer Services"
"COKE","Coca-Cola Consolidated Inc. Common Stock","United States","1972","410700","Consumer Staples","Beverages (Production/Distribution)"
"COLB","Columbia Banking System Inc. Common Stock","United States","1992","2617637","Finance","Savings Institutions"
"COLL","Collegium Pharmaceutical Inc. Common Stock","United States","2015","227489","Health Care","Biotechnology: Pharmaceutical Preparations"
"COLM","Columbia Sportswear Company Common Stock","United States","1998","535389","Consumer Discretionary","Apparel"
"COMM","CommScope Holding Company Inc. Common Stock","United States","2013","4361842","Technology","Radio And Television Broadcasting And Communications Equipment"
"COO","The Cooper Companies Inc. Common Stock","United States","","1573686","Health Care","Ophthalmic Goods"
"COOP","Mr. Cooper Group Inc. Common Stock","United States","","529613","Finance","Finance: Consumer Services"
"CORT","Corcept Therapeutics Incorporated Common Stock","United States","2004","1008688","Health Care","Biotechnology: Pharmaceutical Preparations"
"CORZ","Core Scientific Inc. Common Stock","United States","","5612914","Finance","Finance: Consumer Services"
"CORZW","Core Scientific Inc. Tranche 1 Warrants","United States","","118333","Finance","Finance: Consumer Services"
"CORZZ","Core Scientific Inc. Tranche 2 Warrants","United States","","26135","Finance","Finance: Consumer Services"
"COSM","Cosmos Health Inc. Common Stock","United States","","98190","Health Care","Other Pharmaceuticals"
